Municipios;País de nacimiento;Sexo;Periodo;Total
52001 Melilla;Paraguay;Hombres;1 de enero de 2016;3
52001 Melilla;Paraguay;Hombres;1 de enero de 2015;3
52001 Melilla;Paraguay;Mujeres;1 de enero de 2020;2
52001 Melilla;Paraguay;Mujeres;1 de enero de 2019;2
52001 Melilla;Paraguay;Mujeres;1 de enero de 2018;3
52001 Melilla;Paraguay;Mujeres;1 de enero de 2017;3
52001 Melilla;Paraguay;Mujeres;1 de enero de 2016;3
52001 Melilla;Paraguay;Mujeres;1 de enero de 2015;3
52001 Melilla;Perú;Total;1 de enero de 2020;27
52001 Melilla;Perú;Total;1 de enero de 2019;29
52001 Melilla;Perú;Total;1 de enero de 2018;30
52001 Melilla;Perú;Total;1 de enero de 2017;28
52001 Melilla;Perú;Total;1 de enero de 2016;33
52001 Melilla;Perú;Total;1 de enero de 2015;36
52001 Melilla;Perú;Hombres;1 de enero de 2020;16
52001 Melilla;Perú;Hombres;1 de enero de 2019;18
52001 Melilla;Perú;Hombres;1 de enero de 2018;18
52001 Melilla;Perú;Hombres;1 de enero de 2017;17
52001 Melilla;Perú;Hombres;1 de enero de 2016;21
52001 Melilla;Perú;Hombres;1 de enero de 2015;20
52001 Melilla;Perú;Mujeres;1 de enero de 2020;11
52001 Melilla;Perú;Mujeres;1 de enero de 2019;11
52001 Melilla;Perú;Mujeres;1 de enero de 2018;12
52001 Melilla;Perú;Mujeres;1 de enero de 2017;11
52001 Melilla;Perú;Mujeres;1 de enero de 2016;12
52001 Melilla;Perú;Mujeres;1 de enero de 2015;16
52001 Melilla;República Dominicana;Total;1 de enero de 2020;28
52001 Melilla;República Dominicana;Total;1 de enero de 2019;23
52001 Melilla;República Dominicana;Total;1 de enero de 2018;25
52001 Melilla;República Dominicana;Total;1 de enero de 2017;25
52001 Melilla;República Dominicana;Total;1 de enero de 2016;26
52001 Melilla;República Dominicana;Total;1 de enero de 2015;24
52001 Melilla;República Dominicana;Hombres;1 de enero de 2020;10
52001 Melilla;República Dominicana;Hombres;1 de enero de 2019;9
52001 Melilla;República Dominicana;Hombres;1 de enero de 2018;10
52001 Melilla;República Dominicana;Hombres;1 de enero de 2017;8
52001 Melilla;República Dominicana;Hombres;1 de enero de 2016;11
52001 Melilla;República Dominicana;Hombres;1 de enero de 2015;11
52001 Melilla;República Dominicana;Mujeres;1 de enero de 2020;18
52001 Melilla;República Dominicana;Mujeres;1 de enero de 2019;14
52001 Melilla;República Dominicana;Mujeres;1 de enero de 2018;15
52001 Melilla;República Dominicana;Mujeres;1 de enero de 2017;17
52001 Melilla;República Dominicana;Mujeres;1 de enero de 2016;15
52001 Melilla;República Dominicana;Mujeres;1 de enero de 2015;13
52001 Melilla;Uruguay;Total;1 de enero de 2020;6
52001 Melilla;Uruguay;Total;1 de enero de 2019;5
52001 Melilla;Uruguay;Total;1 de enero de 2018;5
52001 Melilla;Uruguay;Total;1 de enero de 2017;6
52001 Melilla;Uruguay;Total;1 de enero de 2016;5
52001 Melilla;Uruguay;Total;1 de enero de 2015;5
52001 Melilla;Uruguay;Hombres;1 de enero de 2020;5
52001 Melilla;Uruguay;Hombres;1 de enero de 2019;5
52001 Melilla;Uruguay;Hombres;1 de enero de 2018;4
52001 Melilla;Uruguay;Hombres;1 de enero de 2017;5
52001 Melilla;Uruguay;Hombres;1 de enero de 2016;4
52001 Melilla;Uruguay;Hombres;1 de enero de 2015;4
52001 Melilla;Uruguay;Mujeres;1 de enero de 2020;1
52001 Melilla;Uruguay;Mujeres;1 de enero de 2019;0
52001 Melilla;Uruguay;Mujeres;1 de enero de 2018;1
52001 Melilla;Uruguay;Mujeres;1 de enero de 2017;1
52001 Melilla;Uruguay;Mujeres;1 de enero de 2016;1
52001 Melilla;Uruguay;Mujeres;1 de enero de 2015;1
52001 Melilla;Venezuela;Total;1 de enero de 2020;62
52001 Melilla;Venezuela;Total;1 de enero de 2019;57
52001 Melilla;Venezuela;Total;1 de enero de 2018;49
52001 Melilla;Venezuela;Total;1 de enero de 2017;46
52001 Melilla;Venezuela;Total;1 de enero de 2016;41
52001 Melilla;Venezuela;Total;1 de enero de 2015;47
52001 Melilla;Venezuela;Hombres;1 de enero de 2020;33
52001 Melilla;Venezuela;Hombres;1 de enero de 2019;31
52001 Melilla;Venezuela;Hombres;1 de enero de 2018;27
52001 Melilla;Venezuela;Hombres;1 de enero de 2017;25
52001 Melilla;Venezuela;Hombres;1 de enero de 2016;23
52001 Melilla;Venezuela;Hombres;1 de enero de 2015;25
52001 Melilla;Venezuela;Mujeres;1 de enero de 2020;29
52001 Melilla;Venezuela;Mujeres;1 de enero de 2019;26
52001 Melilla;Venezuela;Mujeres;1 de enero de 2018;22
52001 Melilla;Venezuela;Mujeres;1 de enero de 2017;21
52001 Melilla;Venezuela;Mujeres;1 de enero de 2016;18
52001 Melilla;Venezuela;Mujeres;1 de enero de 2015;22
52001 Melilla;Asia;Total;1 de enero de 2020;143
52001 Melilla;Asia;Total;1 de enero de 2019;137
52001 Melilla;Asia;Total;1 de enero de 2018;135
52001 Melilla;Asia;Total;1 de enero de 2017;155
52001 Melilla;Asia;Total;1 de enero de 2016;170
52001 Melilla;Asia;Total;1 de enero de 2015;167
52001 Melilla;Asia;Hombres;1 de enero de 2020;65
52001 Melilla;Asia;Hombres;1 de enero de 2019;59
52001 Melilla;Asia;Hombres;1 de enero de 2018;56
52001 Melilla;Asia;Hombres;1 de enero de 2017;67
52001 Melilla;Asia;Hombres;1 de enero de 2016;79
52001 Melilla;Asia;Hombres;1 de enero de 2015;82
52001 Melilla;Asia;Mujeres;1 de enero de 2020;78
52001 Melilla;Asia;Mujeres;1 de enero de 2019;78
52001 Melilla;Asia;Mujeres;1 de enero de 2018;79
52001 Melilla;Asia;Mujeres;1 de enero de 2017;88
52001 Melilla;Asia;Mujeres;1 de enero de 2016;91
52001 Melilla;Asia;Mujeres;1 de enero de 2015;85
52001 Melilla;China;Total;1 de enero de 2020;72
52001 Melilla;China;Total;1 de enero de 2019;75
52001 Melilla;China;Total;1 de enero de 2018;75
52001 Melilla;China;Total;1 de enero de 2017;86
52001 Melilla;China;Total;1 de enero de 2016;93
52001 Melilla;China;Total;1 de enero de 2015;90
52001 Melilla;China;Hombres;1 de enero de 2020;23
52001 Melilla;China;Hombres;1 de enero de 2019;23
52001 Melilla;China;Hombres;1 de enero de 2018;24
52001 Melilla;China;Hombres;1 de enero de 2017;30
52001 Melilla;China;Hombres;1 de enero de 2016;37
52001 Melilla;China;Hombres;1 de enero de 2015;37
52001 Melilla;China;Mujeres;1 de enero de 2020;49
52001 Melilla;China;Mujeres;1 de enero de 2019;52
52001 Melilla;China;Mujeres;1 de enero de 2018;51
52001 Melilla;China;Mujeres;1 de enero de 2017;56
52001 Melilla;China;Mujeres;1 de enero de 2016;56
52001 Melilla;China;Mujeres;1 de enero de 2015;53
52001 Melilla;Pakistán;Total;1 de enero de 2020;4
52001 Melilla;Pakistán;Total;1 de enero de 2019;3
52001 Melilla;Pakistán;Total;1 de enero de 2018;4
52001 Melilla;Pakistán;Total;1 de enero de 2017;6
52001 Melilla;Pakistán;Total;1 de enero de 2016;8
52001 Melilla;Pakistán;Total;1 de enero de 2015;8
52001 Melilla;Pakistán;Hombres;1 de enero de 2020;3
52001 Melilla;Pakistán;Hombres;1 de enero de 2019;2
52001 Melilla;Pakistán;Hombres;1 de enero de 2018;2
52001 Melilla;Pakistán;Hombres;1 de enero de 2017;5
52001 Melilla;Pakistán;Hombres;1 de enero de 2016;6
52001 Melilla;Pakistán;Hombres;1 de enero de 2015;6
52001 Melilla;Pakistán;Mujeres;1 de enero de 2020;1
52001 Melilla;Pakistán;Mujeres;1 de enero de 2019;1
52001 Melilla;Pakistán;Mujeres;1 de enero de 2018;2
52001 Melilla;Pakistán;Mujeres;1 de enero de 2017;1
52001 Melilla;Pakistán;Mujeres;1 de enero de 2016;2
52001 Melilla;Pakistán;Mujeres;1 de enero de 2015;2
52001 Melilla;Oceanía ;Total;1 de enero de 2020;3
52001 Melilla;Oceanía ;Total;1 de enero de 2019;4
52001 Melilla;Oceanía ;Total;1 de enero de 2018;4
52001 Melilla;Oceanía ;Total;1 de enero de 2017;4
52001 Melilla;Oceanía ;Total;1 de enero de 2016;4
52001 Melilla;Oceanía ;Total;1 de enero de 2015;5
52001 Melilla;Oceanía ;Hombres;1 de enero de 2020;2
52001 Melilla;Oceanía ;Hombres;1 de enero de 2019;3
52001 Melilla;Oceanía ;Hombres;1 de enero de 2018;3
52001 Melilla;Oceanía ;Hombres;1 de enero de 2017;3
52001 Melilla;Oceanía ;Hombres;1 de enero de 2016;3
52001 Melilla;Oceanía ;Hombres;1 de enero de 2015;3
52001 Melilla;Oceanía ;Mujeres;1 de enero de 2020;1
52001 Melilla;Oceanía ;Mujeres;1 de enero de 2019;1
52001 Melilla;Oceanía ;Mujeres;1 de enero de 2018;1
52001 Melilla;Oceanía ;Mujeres;1 de enero de 2017;1
52001 Melilla;Oceanía ;Mujeres;1 de enero de 2016;1
52001 Melilla;Oceanía ;Mujeres;1 de enero de 2015;2
