Municipios;País de nacimiento;Sexo;Periodo;Total
52001 Melilla;Bolivia;Mujeres;1 de enero de 2015;11
52001 Melilla;Brasil;Total;1 de enero de 2020;43
52001 Melilla;Brasil;Total;1 de enero de 2019;32
52001 Melilla;Brasil;Total;1 de enero de 2018;28
52001 Melilla;Brasil;Total;1 de enero de 2017;24
52001 Melilla;Brasil;Total;1 de enero de 2016;27
52001 Melilla;Brasil;Total;1 de enero de 2015;31
52001 Melilla;Brasil;Hombres;1 de enero de 2020;20
52001 Melilla;Brasil;Hombres;1 de enero de 2019;14
52001 Melilla;Brasil;Hombres;1 de enero de 2018;11
52001 Melilla;Brasil;Hombres;1 de enero de 2017;8
52001 Melilla;Brasil;Hombres;1 de enero de 2016;8
52001 Melilla;Brasil;Hombres;1 de enero de 2015;11
52001 Melilla;Brasil;Mujeres;1 de enero de 2020;23
52001 Melilla;Brasil;Mujeres;1 de enero de 2019;18
52001 Melilla;Brasil;Mujeres;1 de enero de 2018;17
52001 Melilla;Brasil;Mujeres;1 de enero de 2017;16
52001 Melilla;Brasil;Mujeres;1 de enero de 2016;19
52001 Melilla;Brasil;Mujeres;1 de enero de 2015;20
52001 Melilla;Colombia;Total;1 de enero de 2020;137
52001 Melilla;Colombia;Total;1 de enero de 2019;142
52001 Melilla;Colombia;Total;1 de enero de 2018;147
52001 Melilla;Colombia;Total;1 de enero de 2017;155
52001 Melilla;Colombia;Total;1 de enero de 2016;157
52001 Melilla;Colombia;Total;1 de enero de 2015;163
52001 Melilla;Colombia;Hombres;1 de enero de 2020;65
52001 Melilla;Colombia;Hombres;1 de enero de 2019;71
52001 Melilla;Colombia;Hombres;1 de enero de 2018;74
52001 Melilla;Colombia;Hombres;1 de enero de 2017;82
52001 Melilla;Colombia;Hombres;1 de enero de 2016;78
52001 Melilla;Colombia;Hombres;1 de enero de 2015;78
52001 Melilla;Colombia;Mujeres;1 de enero de 2020;72
52001 Melilla;Colombia;Mujeres;1 de enero de 2019;71
52001 Melilla;Colombia;Mujeres;1 de enero de 2018;73
52001 Melilla;Colombia;Mujeres;1 de enero de 2017;73
